imdb_id,title,vote_average,vote_count,release_date,original_language,overview,popularity,genres,production_companies,release_year,cast,budget_crore,collection_crore,directors
tt91004243,Broken Legacy 189,9.1,1176189,2015-07-27,ta,"A thriller film about courage, betrayal and redemption that changes the lives of its protagonists.",99.47,Thriller,Excel Entertainment,2000,Ranbir Kapoor,509.25,5419.25,Rohit Shetty
tt91004244,Hidden Kingdom 907,5.7,21521,2002-09-12,kn,"A mystery film about courage, betrayal and redemption that changes the lives of its protagonists.",58.02,Mystery,Excel Entertainment,2003,Kiara Advani,186.77,161.07,Karan Johar
tt91004245,Golden Promise 467,6.5,86985,2006-07-02,hi,"A adventure film about courage, betrayal and redemption that changes the lives of its protagonists.",57.46,Adventure,Sun Pictures,2010,Ajith Kumar,201.47,352.84,T. J. Gnanavel
tt91004246,Shadow Storm 129,6.1,137525,2019-04-29,ml,"A drama film about courage, betrayal and redemption that changes the lives of its protagonists.",71.22,Drama,Lyca Productions,2006,Alia Bhatt,240.36,591.75,Sukumar
tt91004247,Royal Legacy 564,6.8,146131,2007-04-10,ml,"A romance film about courage, betrayal and redemption that changes the lives of its protagonists.",63.65,Romance,Yash Raj Films,2014,Ranbir Kapoor,396.75,877.21,Nelson Dilipkumar
tt91004248,Hidden Echo 72,6.0,111915,2026-08-28,kn,"A sci-fi film about courage, betrayal and redemption that changes the lives of its protagonists.",57.37,Sci-Fi,AGS Entertainment,2025,Suriya,415.66,739.23,Shankar
tt91004249,Eternal Dream 931,7.4,33452,2006-10-15,hi,"A family film about courage, betrayal and redemption that changes the lives of its protagonists.",66.05,Family,Mythri Movie Makers,2002,Alia Bhatt,49.95,154.13,Anurag Kashyap
tt91004250,Royal Legacy 766,4.1,23687,2013-05-03,hi,"A sci-fi film about courage, betrayal and redemption that changes the lives of its protagonists.",53.1,Sci-Fi,Mythri Movie Makers,2024,Ajith Kumar,215.67,108.22,S. S. Rajamouli
tt91004251,Royal Storm 636,9.1,222149,2007-10-06,kn,"A family film about courage, betrayal and redemption that changes the lives of its protagonists.",86.95,Family,Mythri Movie Makers,2019,Yash,133.14,1606.6,Priyadarshan
tt91004252,Silent Promise 301,6.6,180796,2016-11-09,hi,"A drama film about courage, betrayal and redemption that changes the lives of its protagonists.",75.68,Drama,Mythri Movie Makers,2006,Ranbir Kapoor,489.7,901.75,Sukumar
tt91004253,Hidden Kingdom 518,4.6,11364,2007-08-12,ta,"A action film about courage, betrayal and redemption that changes the lives of its protagonists.",46.8,Action,AGS Entertainment,2005,Prabhas,154.7,59.93,Priyadarshan
tt91004254,Shadow Promise 585,6.1,152727,2000-10-18,ta,"A family film about courage, betrayal and redemption that changes the lives of its protagonists.",65.14,Family,Excel Entertainment,2009,Jr. NTR,444.87,691.03,Atlee
tt91004255,Dark Warrior 155,7.4,303602,2002-05-04,hi,"A adventure film about courage, betrayal and redemption that changes the lives of its protagonists.",85.42,Adventure,AGS Entertainment,2021,Vijay,382.87,1232.62,Kabir Khan
tt91004256,Dark Border 32,7.9,465425,2014-04-26,hi,"A action film about courage, betrayal and redemption that changes the lives of its protagonists.",79.66,Action,Mythri Movie Makers,2006,Ranbir Kapoor,232.96,2378.47,Shankar
tt91004257,Hidden Legacy 565,7.2,132950,2007-04-25,ml,"A thriller film about courage, betrayal and redemption that changes the lives of its protagonists.",76.53,Thriller,T-Series,2010,Hrithik Roshan,362.82,1235.82,Mani Ratnam
tt91004258,Burning Border 355,9.2,117229,2012-03-16,kn,"A drama film about courage, betrayal and redemption that changes the lives of its protagonists.",100.0,Drama,T-Series,2008,Kareena Kapoor,147.27,1080.0,Sanjay Leela Bhansali
tt91004259,Sacred Dream 615,7.2,22211,2025-09-09,te,"A sci-fi film about courage, betrayal and redemption that changes the lives of its protagonists.",82.73,Sci-Fi,Dharma Productions,2011,Ajith Kumar,46.82,131.09,Vetrimaaran
tt91004260,Silent Mission 332,7.3,288956,2015-07-14,ml,"A action film about courage, betrayal and redemption that changes the lives of its protagonists.",72.43,Action,Excel Entertainment,2002,Kareena Kapoor,294.75,1510.95,Ayan Mukerji
tt91004261,Burning Promise 193,8.3,332514,2008-05-01,ta,"A romance film about courage, betrayal and redemption that changes the lives of its protagonists.",83.84,Romance,AGS Entertainment,2021,Aamir Khan,324.06,1422.56,Sukumar
tt91004262,Royal Code 142,7.6,137323,2010-06-30,kn,"A mystery film about courage, betrayal and redemption that changes the lives of its protagonists.",85.06,Mystery,Dharma Productions,2019,Hrithik Roshan,297.35,1263.2,Anurag Kashyap
tt91004263,Crimson Dream 7,4.9,7288,2017-03-13,ml,"A drama film about courage, betrayal and redemption that changes the lives of its protagonists.",45.43,Drama,Yash Raj Films,2025,Ajith Kumar,192.65,74.91,Priyadarshan
tt91004264,Last Code 461,6.8,35462,2009-04-26,kn,"A action film about courage, betrayal and redemption that changes the lives of its protagonists.",77.93,Action,Excel Entertainment,2000,Aamir Khan,288.51,430.29,Lokesh Kanagaraj
tt91004265,Silent Empire 669,7.3,29550,2025-12-20,kn,"A comedy film about courage, betrayal and redemption that changes the lives of its protagonists.",68.53,Comedy,T-Series,2016,Hrithik Roshan,129.5,258.45,Karan Johar
tt91004266,Golden Dream 802,5.9,39890,2009-06-13,hi,"A action film about courage, betrayal and redemption that changes the lives of its protagonists.",55.42,Action,Mythri Movie Makers,2021,Yash,103.24,201.77,Lokesh Kanagaraj
tt91004267,Royal Echo 752,7.5,394712,2006-04-07,hi,"A romance film about courage, betrayal and redemption that changes the lives of its protagonists.",77.5,Romance,Yash Raj Films,2004,Allu Arjun,152.27,2104.12,Vikram Kumar
tt91004268,Burning Kingdom 570,5.9,108791,2019-12-16,ta,"A adventure film about courage, betrayal and redemption that changes the lives of its protagonists.",54.78,Adventure,Lyca Productions,2026,Kareena Kapoor,232.71,577.3,Rajkumar Hirani
tt91004269,Shadow Storm 225,8.0,159756,2020-08-19,ml,"A family film about courage, betrayal and redemption that changes the lives of its protagonists.",73.5,Family,Mythri Movie Makers,2021,Salman Khan,338.11,1081.01,Trivikram Srinivas
tt91004270,Silent Echo 23,8.3,246524,2014-08-19,ml,"A crime film about courage, betrayal and redemption that changes the lives of its protagonists.",89.05,Crime,Red Chillies Entertainment,2015,Prabhas,86.69,1141.7,Karan Johar
tt91004271,Last Dream 942,7.1,14588,2012-11-25,ml,"A thriller film about courage, betrayal and redemption that changes the lives of its protagonists.",63.21,Thriller,Mythri Movie Makers,2024,Prabhas,34.62,68.38,Trivikram Srinivas
tt91004272,Broken Warrior 624,5.5,42423,2005-10-04,hi,"A action film about courage, betrayal and redemption that changes the lives of its protagonists.",53.93,Action,Yash Raj Films,2005,Ranveer Singh,99.33,210.33,Atlee
tt91004273,Eternal Mission 620,6.6,54044,2008-05-12,te,"A sci-fi film about courage, betrayal and redemption that changes the lives of its protagonists.",65.96,Sci-Fi,AGS Entertainment,2024,Hrithik Roshan,169.79,383.54,Kabir Khan
tt91004274,Burning Promise 777,6.1,26216,2023-07-03,ta,"A thriller film about courage, betrayal and redemption that changes the lives of its protagonists.",56.17,Thriller,Red Chillies Entertainment,2021,Alia Bhatt,109.94,239.35,Trivikram Srinivas
tt91004275,Crimson Legacy 96,8.2,194551,2009-02-22,kn,"A action film about courage, betrayal and redemption that changes the lives of its protagonists.",89.17,Action,Mythri Movie Makers,2009,Aamir Khan,149.48,1732.72,Anurag Kashyap
tt91004276,Eternal Destiny 892,7.2,40375,2000-01-29,kn,"A action film about courage, betrayal and redemption that changes the lives of its protagonists.",70.91,Action,Mythri Movie Makers,2021,Deepika Padukone,343.59,369.47,T. J. Gnanavel
tt91004277,Broken Empire 446,7.2,25403,2022-12-10,te,"A thriller film about courage, betrayal and redemption that changes the lives of its protagonists.",68.59,Thriller,AGS Entertainment,2002,Ranbir Kapoor,232.37,312.89,Zoya Akhtar
tt91004278,Royal Echo 242,8.1,629645,2005-12-04,ml,"A sci-fi film about courage, betrayal and redemption that changes the lives of its protagonists.",78.06,Sci-Fi,Sun Pictures,2013,Hrithik Roshan,340.62,3989.06,Rajkumar Hirani
tt91004279,Shadow Code 91,7.4,73572,2011-08-10,hi,"A thriller film about courage, betrayal and redemption that changes the lives of its protagonists.",72.09,Thriller,Hombale Films,2015,Ranbir Kapoor,510.65,811.66,Anurag Kashyap
tt91004280,Crimson Warrior 541,8.3,54802,2004-07-23,te,"A mystery film about courage, betrayal and redemption that changes the lives of its protagonists.",93.95,Mystery,T-Series,2000,Kareena Kapoor,175.13,561.72,Shankar
tt91004281,Silent Code 715,5.6,36754,2012-08-24,te,"A action film about courage, betrayal and redemption that changes the lives of its protagonists.",49.36,Action,Dharma Productions,2017,Ram Charan,116.92,175.78,Shankar
tt91004282,Shadow Kingdom 369,7.2,25646,2011-12-22,ml,"A romance film about courage, betrayal and redemption that changes the lives of its protagonists.",66.82,Romance,Yash Raj Films,2012,Ram Charan,237.69,248.94,Lokesh Kanagaraj
tt91004283,Sacred Empire 744,5.8,88147,2016-06-19,kn,"A thriller film about courage, betrayal and redemption that changes the lives of its protagonists.",57.94,Thriller,Yash Raj Films,2007,Kareena Kapoor,291.83,407.86,Shankar
tt91004284,Dark Mission 351,7.4,42292,2024-10-01,te,"A comedy film about courage, betrayal and redemption that changes the lives of its protagonists.",74.36,Comedy,Excel Entertainment,2013,Vijay,143.5,309.37,Vetrimaaran
tt91004285,Golden Mission 347,8.4,101711,2020-03-19,te,"A adventure film about courage, betrayal and redemption that changes the lives of its protagonists.",84.91,Adventure,AGS Entertainment,2021,Kartik Aaryan,146.71,519.04,Ayan Mukerji
tt91004286,Hidden Echo 101,7.1,48023,2011-11-27,ml,"A sci-fi film about courage, betrayal and redemption that changes the lives of its protagonists.",62.87,Sci-Fi,Hombale Films,2019,Jr. NTR,66.93,234.55,Trivikram Srinivas
tt91004287,Burning Legacy 395,7.6,38074,2002-11-05,kn,"A action film about courage, betrayal and redemption that changes the lives of its protagonists.",87.08,Action,Yash Raj Films,2000,Kiara Advani,44.99,451.13,Rajkumar Hirani
tt91004288,Crimson Legacy 970,5.7,132567,2006-06-30,kn,"A action film about courage, betrayal and redemption that changes the lives of its protagonists.",59.8,Action,Hombale Films,2024,Kiara Advani,345.67,783.19,Ayan Mukerji
tt91004289,Hidden Promise 717,9.0,160494,2014-10-03,ta,"A comedy film about courage, betrayal and redemption that changes the lives of its protagonists.",97.28,Comedy,Dharma Productions,2012,Allu Arjun,261.39,1707.43,Lokesh Kanagaraj
tt91004290,Sacred Warrior 321,5.5,25874,2007-02-09,ml,"A adventure film about courage, betrayal and redemption that changes the lives of its protagonists.",53.25,Adventure,Sun Pictures,2015,Salman Khan,228.64,173.52,Atlee
tt91004291,Eternal Storm 702,7.7,217614,2016-08-20,hi,"A adventure film about courage, betrayal and redemption that changes the lives of its protagonists.",70.99,Adventure,Red Chillies Entertainment,2022,Prabhas,375.61,1398.63,Shankar
tt91004292,Sacred Legacy 290,5.1,38453,2021-08-05,ta,"A action film about courage, betrayal and redemption that changes the lives of its protagonists.",62.13,Action,Sun Pictures,2019,Kiara Advani,456.56,244.17,T. J. Gnanavel
tt91004293,Sacred Mission 169,7.3,67527,2019-11-12,ta,"A drama film about courage, betrayal and redemption that changes the lives of its protagonists.",78.82,Drama,Yash Raj Films,2024,Kiara Advani,164.77,766.87,Vetrimaaran
tt91004294,Burning Code 159,7.8,155470,2007-11-25,te,"A mystery film about courage, betrayal and redemption that changes the lives of its protagonists.",72.68,Mystery,AGS Entertainment,2022,Yash,189.04,656.97,Rajkumar Hirani
tt91004295,Sacred Legacy 246,7.2,135273,2004-11-13,hi,"A drama film about courage, betrayal and redemption that changes the lives of its protagonists.",70.93,Drama,Hombale Films,2023,Salman Khan,368.02,557.18,Lokesh Kanagaraj
tt91004296,Crimson Code 956,5.8,88188,2013-09-21,ta,"A sci-fi film about courage, betrayal and redemption that changes the lives of its protagonists.",50.92,Sci-Fi,Hombale Films,2007,Aamir Khan,476.89,1024.71,Atlee
tt91004297,Last Warrior 311,7.2,51979,2003-05-11,hi,"A mystery film about courage, betrayal and redemption that changes the lives of its protagonists.",66.94,Mystery,Sun Pictures,2022,Ranveer Singh,147.6,225.66,Priyadarshan
tt91004298,Royal Dream 745,6.5,44292,2020-01-04,ta,"A romance film about courage, betrayal and redemption that changes the lives of its protagonists.",57.78,Romance,Hombale Films,2000,Akshay Kumar,103.85,199.37,Lokesh Kanagaraj
tt91004299,Crimson Storm 72,4.4,12035,2008-03-03,hi,"A drama film about courage, betrayal and redemption that changes the lives of its protagonists.",36.69,Drama,Dharma Productions,2005,Suriya,206.54,64.82,Trivikram Srinivas
tt91004300,Dark Border 175,6.9,149288,2021-03-02,hi,"A adventure film about courage, betrayal and redemption that changes the lives of its protagonists.",64.33,Adventure,AGS Entertainment,2005,Kareena Kapoor,346.6,1564.01,S. S. Rajamouli
tt91004301,Dark Border 536,6.3,84857,2021-12-21,te,"A crime film about courage, betrayal and redemption that changes the lives of its protagonists.",62.69,Crime,Yash Raj Films,2026,Deepika Padukone,188.66,342.29,Sukumar
tt91004302,Broken Warrior 397,7.9,187407,2014-07-14,kn,"A thriller film about courage, betrayal and redemption that changes the lives of its protagonists.",83.53,Thriller,Dharma Productions,2009,Ajith Kumar,181.3,854.11,Rajkumar Hirani
tt91004303,Dark Promise 835,5.7,128668,2021-02-01,hi,"A thriller film about courage, betrayal and redemption that changes the lives of its protagonists.",67.47,Thriller,Sun Pictures,2016,Ajith Kumar,510.14,1236.8,Sanjay Leela Bhansali
tt91004304,Last Storm 492,5.7,33710,2012-10-28,ta,"A action film about courage, betrayal and redemption that changes the lives of its protagonists.",63.42,Action,Excel Entertainment,2023,Hrithik Roshan,146.25,279.43,T. J. Gnanavel
tt91004305,Broken Promise 997,8.2,123348,2005-03-09,te,"A sci-fi film about courage, betrayal and redemption that changes the lives of its protagonists.",89.13,Sci-Fi,Excel Entertainment,2018,Shah Rukh Khan,199.75,679.31,T. J. Gnanavel
tt91004306,Sacred Dream 89,5.2,8518,2019-02-04,te,"A comedy film about courage, betrayal and redemption that changes the lives of its protagonists.",63.51,Comedy,Yash Raj Films,2014,Vijay,183.22,73.1,Rohit Shetty
tt91004307,Shadow Dream 346,7.4,236063,2025-01-02,ta,"A romance film about courage, betrayal and redemption that changes the lives of its protagonists.",71.93,Romance,Mythri Movie Makers,2026,Yash,494.86,1060.48,Mani Ratnam
tt91004308,Last Legacy 402,6.5,114684,2015-10-06,te,"A action film about courage, betrayal and redemption that changes the lives of its protagonists.",67.85,Action,Mythri Movie Makers,2024,Alia Bhatt,547.54,629.76,Anurag Kashyap
tt91004309,Silent Empire 407,7.4,152905,2003-11-17,te,"A mystery film about courage, betrayal and redemption that changes the lives of its protagonists.",71.34,Mystery,Red Chillies Entertainment,2017,Shah Rukh Khan,275.95,1029.73,Sanjay Leela Bhansali
tt91004310,Royal Promise 883,3.7,12088,2022-09-13,kn,"A family film about courage, betrayal and redemption that changes the lives of its protagonists.",30.93,Family,Red Chillies Entertainment,2013,Aamir Khan,105.03,65.13,Sukumar
tt91004311,Dark Dream 392,8.2,79849,2006-03-09,te,"A mystery film about courage, betrayal and redemption that changes the lives of its protagonists.",81.44,Mystery,Sun Pictures,2019,Shah Rukh Khan,146.36,680.39,Shankar
tt91004312,Burning Echo 650,7.3,56184,2000-07-01,ta,"A action film about courage, betrayal and redemption that changes the lives of its protagonists.",79.06,Action,Red Chillies Entertainment,2019,Akshay Kumar,128.29,268.17,Mani Ratnam
tt91004313,Golden Mission 383,5.8,17599,2007-06-09,kn,"A comedy film about courage, betrayal and redemption that changes the lives of its protagonists.",62.65,Comedy,Red Chillies Entertainment,2020,Jr. NTR,209.14,131.45,Sanjay Leela Bhansali
tt91004314,Silent Echo 632,8.3,322921,2006-10-20,hi,"A adventure film about courage, betrayal and redemption that changes the lives of its protagonists.",77.73,Adventure,Red Chillies Entertainment,2014,Suriya,471.94,1948.26,Vetrimaaran
tt91004315,Shadow Mission 618,4.8,34314,2011-05-27,te,"A sci-fi film about courage, betrayal and redemption that changes the lives of its protagonists.",59.73,Sci-Fi,Excel Entertainment,2020,Shah Rukh Khan,308.86,195.22,Nelson Dilipkumar
tt91004316,Eternal Mission 411,5.7,1000,2022-06-28,ta,"A crime film about courage, betrayal and redemption that changes the lives of its protagonists.",49.72,Crime,Red Chillies Entertainment,2009,Shah Rukh Khan,28.72,7.29,Trivikram Srinivas
tt91004317,Dark Destiny 871,7.8,141966,2000-02-10,kn,"A action film about courage, betrayal and redemption that changes the lives of its protagonists.",81.24,Action,Hombale Films,2017,Ram Charan,333.92,1080.23,Sanjay Leela Bhansali
tt91004318,Last Destiny 408,8.2,162705,2008-04-01,ta,"A romance film about courage, betrayal and redemption that changes the lives of its protagonists.",84.84,Romance,T-Series,2025,Salman Khan,127.58,1683.15,Lokesh Kanagaraj
tt91004319,Royal Dream 585,7.0,81964,2016-02-07,ml,"A thriller film about courage, betrayal and redemption that changes the lives of its protagonists.",73.39,Thriller,Yash Raj Films,2024,Vijay,281.45,391.65,T. J. Gnanavel
tt91004320,Last Warrior 956,6.1,108277,2008-03-29,hi,"A drama film about courage, betrayal and redemption that changes the lives of its protagonists.",64.75,Drama,Red Chillies Entertainment,2008,Allu Arjun,268.14,498.75,Vikram Kumar
tt91004321,Crimson Kingdom 191,5.4,10271,2013-01-19,ml,"A thriller film about courage, betrayal and redemption that changes the lives of its protagonists.",49.03,Thriller,AGS Entertainment,2023,Ram Charan,156.72,96.17,Kabir Khan
tt91004322,Eternal Kingdom 228,5.8,46246,2006-05-21,ml,"A sci-fi film about courage, betrayal and redemption that changes the lives of its protagonists.",50.51,Sci-Fi,Mythri Movie Makers,2010,Ranbir Kapoor,107.72,235.74,T. J. Gnanavel
tt91004323,Silent Promise 208,3.9,17515,2026-10-04,hi,"A romance film about courage, betrayal and redemption that changes the lives of its protagonists.",35.49,Romance,T-Series,2010,Ram Charan,360.02,137.41,Zoya Akhtar
tt91004324,Shadow Code 572,3.5,27302,2014-07-18,ml,"A mystery film about courage, betrayal and redemption that changes the lives of its protagonists.",28.11,Mystery,T-Series,2010,Suriya,217.72,193.61,Ayan Mukerji
tt91004325,Eternal Warrior 113,6.4,88120,2016-10-22,hi,"A mystery film about courage, betrayal and redemption that changes the lives of its protagonists.",56.59,Mystery,Mythri Movie Makers,2024,Prabhas,362.68,819.9,Kabir Khan
tt91004326,Eternal Code 842,5.5,30399,2021-10-18,ta,"A thriller film about courage, betrayal and redemption that changes the lives of its protagonists.",56.23,Thriller,Excel Entertainment,2013,Alia Bhatt,429.78,189.77,T. J. Gnanavel
tt91004327,Dark Promise 545,6.6,94174,2024-04-29,hi,"A mystery film about courage, betrayal and redemption that changes the lives of its protagonists.",58.86,Mystery,Yash Raj Films,2009,Kareena Kapoor,394.26,733.98,Rohit Shetty
tt91004328,Last Code 468,7.8,698720,2015-05-06,ml,"A thriller film about courage, betrayal and redemption that changes the lives of its protagonists.",89.1,Thriller,Mythri Movie Makers,2005,Jr. NTR,517.61,3209.19,T. J. Gnanavel
tt91004329,Hidden Empire 878,8.8,448138,2015-07-12,hi,"A drama film about courage, betrayal and redemption that changes the lives of its protagonists.",87.24,Drama,Sun Pictures,2020,Prabhas,192.14,2600.51,Ayan Mukerji
tt91004330,Crimson Border 71,8.4,19497,2010-04-06,ml,"A drama film about courage, betrayal and redemption that changes the lives of its protagonists.",90.72,Drama,Lyca Productions,2001,Vijay,43.03,212.32,Priyadarshan
tt91004331,Dark Warrior 828,4.4,12575,2024-02-12,hi,"A sci-fi film about courage, betrayal and redemption that changes the lives of its protagonists.",48.49,Sci-Fi,Excel Entertainment,2008,Deepika Padukone,462.89,147.85,Sanjay Leela Bhansali
tt91004332,Sacred Border 578,8.1,56168,2022-11-20,ml,"A action film about courage, betrayal and redemption that changes the lives of its protagonists.",74.01,Action,Excel Entertainment,2015,Yash,32.98,252.33,Karan Johar
tt91004333,Royal Dream 289,6.9,154705,2003-06-26,ml,"A mystery film about courage, betrayal and redemption that changes the lives of its protagonists.",70.71,Mystery,Yash Raj Films,2010,Hrithik Roshan,352.59,818.49,Shankar
tt91004334,Silent Kingdom 368,7.6,340469,2019-06-07,ta,"A thriller film about courage, betrayal and redemption that changes the lives of its protagonists.",82.77,Thriller,Lyca Productions,2013,Vijay,252.68,1391.91,Nelson Dilipkumar
tt91004335,Golden Legacy 938,4.3,11023,2022-08-02,ml,"A drama film about courage, betrayal and redemption that changes the lives of its protagonists.",42.56,Drama,Dharma Productions,2018,Akshay Kumar,197.18,79.62,Lokesh Kanagaraj
tt91004336,Silent Mission 268,6.8,124807,2021-11-28,te,"A thriller film about courage, betrayal and redemption that changes the lives of its protagonists.",68.89,Thriller,Mythri Movie Makers,2006,Yash,96.31,510.59,Rajkumar Hirani
tt91004337,Eternal Kingdom 899,7.8,286375,2010-12-08,ta,"A crime film about courage, betrayal and redemption that changes the lives of its protagonists.",75.88,Crime,Excel Entertainment,2018,Ranbir Kapoor,258.5,1606.37,Mani Ratnam
tt91004338,Shadow Dream 839,6.9,79317,2014-12-31,hi,"A crime film about courage, betrayal and redemption that changes the lives of its protagonists.",75.05,Crime,T-Series,2019,Suriya,69.47,318.37,Vetrimaaran
tt91004339,Shadow Legacy 818,6.9,116181,2018-09-23,ml,"A family film about courage, betrayal and redemption that changes the lives of its protagonists.",71.42,Family,Lyca Productions,2001,Jr. NTR,147.34,654.91,Atlee
tt91004340,Golden Echo 386,7.0,25168,2010-01-08,ta,"A comedy film about courage, betrayal and redemption that changes the lives of its protagonists.",63.15,Comedy,Lyca Productions,2004,Alia Bhatt,92.91,117.04,Lokesh Kanagaraj
tt91004341,Dark Mission 49,7.8,226939,2014-04-24,ml,"A comedy film about courage, betrayal and redemption that changes the lives of its protagonists.",79.69,Comedy,Yash Raj Films,2025,Hrithik Roshan,350.99,1377.94,Vikram Kumar
tt91004342,Last Echo 179,4.7,80895,2013-01-29,te,"A adventure film about courage, betrayal and redemption that changes the lives of its protagonists.",50.67,Adventure,Excel Entertainment,2006,Ram Charan,428.28,341.31,Lokesh Kanagaraj
tt91004343,Hidden Promise 679,6.5,26992,2025-06-12,ta,"A mystery film about courage, betrayal and redemption that changes the lives of its protagonists.",59.87,Mystery,Hombale Films,2011,Shah Rukh Khan,62.96,130.85,Vikram Kumar
tt91004344,Shadow Echo 819,7.7,345966,2022-07-05,hi,"A adventure film about courage, betrayal and redemption that changes the lives of its protagonists.",81.4,Adventure,Yash Raj Films,2001,Salman Khan,409.41,1651.6,Sukumar
tt91004345,Shadow Empire 157,6.1,44984,2004-02-06,ta,"A crime film about courage, betrayal and redemption that changes the lives of its protagonists.",70.93,Crime,Lyca Productions,2013,Ranbir Kapoor,197.22,451.73,S. S. Rajamouli
tt91004346,Burning Storm 752,7.3,169494,2007-01-21,te,"A sci-fi film about courage, betrayal and redemption that changes the lives of its protagonists.",80.86,Sci-Fi,AGS Entertainment,2019,Ram Charan,530.93,951.36,Kabir Khan
tt91004347,Eternal Border 503,6.7,10362,2024-01-06,ml,"A family film about courage, betrayal and redemption that changes the lives of its protagonists.",63.12,Family,Mythri Movie Makers,2007,Ranbir Kapoor,42.95,129.18,Ayan Mukerji
tt91004348,Silent Empire 109,6.8,120209,2018-07-20,hi,"A thriller film about courage, betrayal and redemption that changes the lives of its protagonists.",64.96,Thriller,Excel Entertainment,2025,Deepika Padukone,99.7,513.95,Rohit Shetty
tt91004349,Sacred Warrior 336,6.7,60431,2009-07-08,te,"A drama film about courage, betrayal and redemption that changes the lives of its protagonists.",65.74,Drama,AGS Entertainment,2018,Yash,302.24,497.66,Anurag Kashyap
tt91004350,Crimson Mission 100,6.9,47496,2009-05-05,ml,"A adventure film about courage, betrayal and redemption that changes the lives of its protagonists.",77.78,Adventure,Excel Entertainment,2001,Alia Bhatt,105.72,515.79,Anurag Kashyap
tt91004351,Crimson Code 868,8.2,393194,2007-11-08,ta,"A thriller film about courage, betrayal and redemption that changes the lives of its protagonists.",78.03,Thriller,Red Chillies Entertainment,2013,Kareena Kapoor,476.92,2373.53,Sukumar
tt91004352,Hidden Legacy 408,5.5,25101,2026-01-18,ta,"A adventure film about courage, betrayal and redemption that changes the lives of its protagonists.",51.36,Adventure,T-Series,2014,Yash,171.71,135.16,Sanjay Leela Bhansali
tt91004353,Dark Kingdom 829,6.5,35786,2025-12-11,hi,"A action film about courage, betrayal and redemption that changes the lives of its protagonists.",70.94,Action,AGS Entertainment,2019,Deepika Padukone,265.64,224.2,Shankar
tt91004354,Golden Border 475,9.1,390779,2023-08-06,ml,"A adventure film about courage, betrayal and redemption that changes the lives of its protagonists.",85.61,Adventure,Excel Entertainment,2026,Hrithik Roshan,229.27,2533.18,Mani Ratnam
tt91004355,Sacred Storm 319,7.5,155021,2012-09-08,kn,"A romance film about courage, betrayal and redemption that changes the lives of its protagonists.",86.52,Romance,Red Chillies Entertainment,2022,Vijay,126.31,668.16,Mani Ratnam
tt91004356,Shadow Promise 221,6.8,63082,2013-02-21,te,"A comedy film about courage, betrayal and redemption that changes the lives of its protagonists.",78.92,Comedy,T-Series,2005,Ranbir Kapoor,268.81,471.23,Atlee
tt91004357,Silent Border 111,8.4,118430,2011-10-28,te,"A action film about courage, betrayal and redemption that changes the lives of its protagonists.",91.04,Action,Sun Pictures,2012,Hrithik Roshan,141.74,1324.51,Rohit Shetty
tt91004358,Hidden Mission 69,4.9,17228,2014-05-25,ta,"A sci-fi film about courage, betrayal and redemption that changes the lives of its protagonists.",43.15,Sci-Fi,Mythri Movie Makers,2008,Aamir Khan,159.02,97.12,Zoya Akhtar
tt91004359,Burning Empire 614,9.0,605315,2001-06-17,ml,"A mystery film about courage, betrayal and redemption that changes the lives of its protagonists.",85.47,Mystery,Dharma Productions,2014,Salman Khan,403.03,2719.61,Ayan Mukerji
tt91004360,Hidden Legacy 356,4.5,15194,2024-10-21,ta,"A romance film about courage, betrayal and redemption that changes the lives of its protagonists.",38.6,Romance,T-Series,2011,Kareena Kapoor,458.35,130.21,Lokesh Kanagaraj
tt91004361,Last Border 27,7.0,47805,2021-08-24,ml,"A family film about courage, betrayal and redemption that changes the lives of its protagonists.",74.35,Family,Hombale Films,2019,Shah Rukh Khan,84.97,322.3,Sanjay Leela Bhansali
tt91004362,Shadow Border 195,6.5,91225,2004-10-04,kn,"A mystery film about courage, betrayal and redemption that changes the lives of its protagonists.",72.19,Mystery,Lyca Productions,2016,Kareena Kapoor,214.29,476.64,Mani Ratnam
tt91004363,Golden Echo 68,5.6,115965,2026-07-01,hi,"A adventure film about courage, betrayal and redemption that changes the lives of its protagonists.",52.49,Adventure,Sun Pictures,2003,Ram Charan,308.19,612.15,Nelson Dilipkumar
tt91004364,Golden Code 84,6.6,68726,2001-11-10,ta,"A action film about courage, betrayal and redemption that changes the lives of its protagonists.",73.91,Action,Excel Entertainment,2003,Ranbir Kapoor,152.89,358.19,Mani Ratnam
tt91004365,Silent Destiny 139,7.4,143700,2022-11-23,ta,"A adventure film about courage, betrayal and redemption that changes the lives of its protagonists.",74.31,Adventure,Dharma Productions,2009,Suriya,445.99,769.13,Mani Ratnam
tt91004366,Eternal Destiny 527,7.5,223103,2005-10-25,ml,"A drama film about courage, betrayal and redemption that changes the lives of its protagonists.",71.93,Drama,Sun Pictures,2013,Suriya,254.41,1077.48,Lokesh Kanagaraj
tt91004367,Broken Storm 562,6.0,58487,2002-04-12,ml,"A romance film about courage, betrayal and redemption that changes the lives of its protagonists.",62.59,Romance,Hombale Films,2026,Kiara Advani,291.03,316.45,Karan Johar
tt91004368,Shadow Echo 573,7.4,105660,2009-12-18,hi,"A crime film about courage, betrayal and redemption that changes the lives of its protagonists.",85.4,Crime,Lyca Productions,2011,Ranbir Kapoor,418.36,679.12,Rohit Shetty
